3	20200704154400	0.237	0.237	0.237	0.237	0.237	0.237	0.237	0.237	0.237	0.237
3	20200704154900	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314
3	20200704155400	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205
3	20200704155900	0.727	0.727	0.727	0.727	0.727	0.727	0.727	0.727	0.727	0.727
3	20200704160400	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685
3	20200704160900	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353
3	20200704161400	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912
3	20200704161900	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15
3	20200704162400	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702
3	20200704162900	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094
